ShipmentSysID,ShipmentID,PurchaseOrderID,SupplierID,WarehouseID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,Carrier,TransportMode,TrackingNumber,DistanceKM,TransitDays,DelayDays,ShipmentStatus,FreightCost
SYSSHP0008460,SHP0008460,PO630765,SUP969693,WH771088,2026-03-05,2026-03-24,2026-03-24,FedEx,Road,TRK386390735,1518,7,0,Delivered,37423.49
SYSSHP0008461,SHP0008461,PO952639,SUP270395,WH237174,2025-10-03,2025-10-19,2025-10-19,FedEx,Road,TRK185388829,1407,9,0,Delivered,33859.56
SYSSHP0008462,SHP0008462,PO919694,SUP619389,WH233470,2025-08-29,2025-09-14,2025-09-16,Blue Dart,Road,TRK588999581,697,6,2,Delayed,18530.36
SYSSHP0008463,SHP0008463,PO385664,SUP820892,WH656116,2026-02-26,2026-03-14,2026-03-14,Shadowfax,Road,TRK712616404,1237,9,0,Delivered,31584.35
SYSSHP0008464,SHP0008464,PO485749,SUP965845,WH322086,2025-10-03,2025-10-19,2025-10-19,DHL,Road,TRK392125828,1678,9,0,Delivered,42850.38
SYSSHP0008465,SHP0008465,PO644461,SUP284171,WH379766,2026-01-25,2026-02-04,2026-02-04,DHL,Road,TRK203389736,1595,6,0,Delivered,40594.01
SYSSHP0008466,SHP0008466,PO850317,SUP475876,WH582662,2025-11-25,2025-12-21,2025-12-21,FedEx,Road,TRK138060846,23,1,0,Delivered,547.59
SYSSHP0008467,SHP0008467,PO475501,SUP925981,WH997546,2026-06-17,2026-07-04,2026-07-04,Blue Dart,Road,TRK445859222,1330,8,0,Delivered,32119.21
SYSSHP0008468,SHP0008468,PO178896,SUP975467,WH997546,2025-11-13,2025-11-19,2025-11-19,Ecom Express,Road,TRK186272220,345,3,0,Delivered,8527.49
SYSSHP0008469,SHP0008469,PO513531,SUP970127,WH100425,2026-03-02,2026-03-15,2026-03-15,Ecom Express,Road,TRK868399143,1777,9,0,Delivered,42363.66
SYSSHP0008470,SHP0008470,PO773699,SUP535020,WH801474,2025-12-22,2026-01-09,2026-01-09,Blue Dart,Road,TRK719547953,351,2,0,Delivered,8074.58
SYSSHP0008471,SHP0008471,PO994200,SUP123005,WH801474,2026-01-26,2026-02-13,2026-02-13,Delhivery,Rail,TRK123569933,1244,5,0,Delivered,19163.73
SYSSHP0008472,SHP0008472,PO907973,SUP514850,WH329974,2025-08-03,2025-08-15,2025-08-16,Ecom Express,Road,TRK432490982,365,4,1,Delayed,8416.52
SYSSHP0008473,SHP0008473,PO132481,SUP464863,WH100425,2026-06-01,2026-06-10,2026-06-10,Blue Dart,Road,TRK433570619,150,2,0,Delivered,3312.49
SYSSHP0008474,SHP0008474,PO741782,SUP346629,WH324082,2026-04-07,2026-04-18,2026-04-18,Shadowfax,Road,TRK881317647,2180,9,0,Delivered,50096.61
SYSSHP0008475,SHP0008475,PO518316,SUP812526,WH555884,2026-02-15,2026-03-06,2026-03-06,Shadowfax,Road,TRK274545589,26,1,0,Delivered,634.6
SYSSHP0008476,SHP0008476,PO462146,SUP338533,WH379766,2025-12-29,2026-01-14,2026-01-14,Delhivery,Road,TRK428359764,765,6,0,Delivered,18048.29
SYSSHP0008477,SHP0008477,PO977970,SUP329974,WH832052,2026-05-14,2026-05-26,2026-05-26,Ecom Express,Road,TRK404204061,365,3,0,Delivered,9496.36
SYSSHP0008478,SHP0008478,PO733964,SUP739098,WH377746,2025-10-13,2025-11-01,2025-11-02,Blue Dart,Road,TRK737659165,2180,6,1,Delayed,51468.48
SYSSHP0008479,SHP0008479,PO359856,SUP969693,WH599948,2026-07-11,2026-07-29,2026-07-29,FedEx,Road,TRK594453784,500,4,0,Delivered,13005.44
SYSSHP0008480,SHP0008480,PO213345,SUP270395,WH377746,2025-08-09,2025-08-25,2025-08-25,Blue Dart,Road,TRK715142529,2150,9,0,Delivered,53969.21
SYSSHP0008481,SHP0008481,PO919305,SUP841666,WH808011,2026-04-01,2026-04-16,2026-04-16,FedEx,Road,TRK173175053,1723,8,0,Delivered,41915.18
SYSSHP0008482,SHP0008482,PO387675,SUP234628,WH642717,2026-07-02,2026-07-17,2026-07-17,Blue Dart,Road,TRK331269233,34,2,0,Delivered,869.51
SYSSHP0008483,SHP0008483,PO291475,SUP946721,WH100425,2025-12-21,2026-01-08,2026-01-08,FedEx,Road,TRK242802036,1019,5,0,Delivered,22769.35
SYSSHP0008484,SHP0008484,PO889196,SUP575755,WH532322,2026-06-01,2026-06-18,2026-06-18,Blue Dart,Road,TRK471997106,2420,6,0,Delivered,58728.95
SYSSHP0008485,SHP0008485,PO407392,SUP194689,WH636265,2026-04-01,2026-04-14,2026-04-14,Blue Dart,Road,TRK963446824,33,2,0,Delivered,735.04
SYSSHP0008486,SHP0008486,PO678876,SUP125611,WH532322,2025-11-03,2025-11-16,2025-11-16,DHL,Road,TRK557883064,440,3,0,Delivered,11553.18
SYSSHP0008487,SHP0008487,PO590859,SUP437758,WH322086,2025-12-04,2025-12-16,2025-12-16,Delhivery,Road,TRK633514155,1082,5,0,Delivered,25821.71
SYSSHP0008488,SHP0008488,PO616830,SUP770487,WH922157,2026-05-09,2026-05-21,2026-05-21,Blue Dart,Road,TRK584259363,25,1,0,Delivered,589.91
SYSSHP0008489,SHP0008489,PO668054,SUP774591,WH686075,2025-08-28,2025-09-13,2025-09-15,Blue Dart,Road,TRK444051090,2180,7,2,Delayed,50073.34
SYSSHP0008490,SHP0008490,PO454067,SUP437758,WH997546,2026-04-14,2026-04-26,2026-04-26,FedEx,Road,TRK861135719,359,4,0,Delivered,8602.39
SYSSHP0008491,SHP0008491,PO218037,SUP820892,WH829716,2026-03-01,2026-03-17,2026-03-17,Shadowfax,Road,TRK994906423,359,3,0,Delivered,8286.69
SYSSHP0008492,SHP0008492,PO541272,SUP162535,WH212235,2026-06-18,2026-06-29,2026-06-29,Delhivery,Road,TRK344196976,1798,7,0,Delivered,45381.98
SYSSHP0008493,SHP0008493,PO644609,SUP270395,WH808011,2025-12-31,2026-01-15,2026-01-15,DHL,Road,TRK503611133,1286,9,0,Delivered,30786.63
SYSSHP0008494,SHP0008494,PO619683,SUP697530,WH237174,2025-10-14,2025-10-26,2025-10-26,DHL,Road,TRK642615766,1416,8,0,Delivered,33155.06
SYSSHP0008495,SHP0008495,PO612794,SUP841666,WH460663,2026-02-23,2026-03-10,2026-03-10,Ecom Express,Road,TRK881858337,1157,6,0,Delivered,25658.0
SYSSHP0008496,SHP0008496,PO301859,SUP329974,WH112038,2026-04-25,2026-05-07,2026-05-07,DHL,Road,TRK668713265,1296,8,0,Delivered,30707.18
SYSSHP0008497,SHP0008497,PO370634,SUP498382,WH997546,2026-02-12,2026-03-05,2026-03-05,Shadowfax,Road,TRK724672202,1199,5,0,Delivered,27454.02
SYSSHP0008498,SHP0008498,PO644087,SUP797229,WH958179,2026-05-26,2026-06-11,2026-06-11,Shadowfax,Road,TRK236837376,581,3,0,Delivered,15243.87
SYSSHP0008499,SHP0008499,PO642387,SUP824586,WH740967,2026-03-05,2026-03-20,2026-03-20,Delhivery,Road,TRK297127931,1563,6,0,Delivered,39598.81
SYSSHP0008500,SHP0008500,PO203038,SUP120422,WH262316,2025-10-01,2025-10-15,2025-10-15,Blue Dart,Road,TRK691382408,150,2,0,Delivered,3650.19
SYSSHP0008501,SHP0008501,PO140465,SUP514850,WH379766,2026-03-28,2026-04-10,2026-04-11,Blue Dart,Road,TRK393925921,980,5,1,Delayed,22954.78
SYSSHP0008502,SHP0008502,PO276849,SUP156837,WH820221,2025-11-20,2025-12-06,2025-12-06,FedEx,Road,TRK934894114,1279,8,0,Delivered,29396.78
SYSSHP0008503,SHP0008503,PO372785,SUP943298,WH274389,2025-12-07,2025-12-17,2025-12-18,Blue Dart,Road,TRK307518765,29,1,1,Delayed,647.76
SYSSHP0008504,SHP0008504,PO216295,SUP739098,WH816751,2026-01-08,2026-01-27,2026-01-27,Ecom Express,Road,TRK549013753,1399,9,0,Delivered,37553.59
SYSSHP0008505,SHP0008505,PO487838,SUP340174,WH376807,2026-04-09,2026-04-22,2026-04-22,FedEx,Road,TRK816849123,1139,6,0,Delivered,29127.45
SYSSHP0008506,SHP0008506,PO845893,SUP600149,WH429164,2025-12-05,2025-12-23,2025-12-23,Shadowfax,Road,TRK132652918,660,4,0,Delivered,16713.44
SYSSHP0008507,SHP0008507,PO534185,SUP555052,WH100425,2025-09-14,2025-09-24,2025-09-25,FedEx,Road,TRK288380529,530,4,1,Delayed,12042.24
SYSSHP0008508,SHP0008508,PO132555,SUP624783,WH237174,2025-09-09,2025-09-21,2025-09-21,FedEx,Road,TRK454828016,442,2,0,Delivered,9928.74
SYSSHP0008509,SHP0008509,PO641481,SUP131244,WH662336,2026-02-22,2026-03-04,2026-03-04,Blue Dart,Road,TRK242420228,1777,6,0,Delivered,39659.8
SYSSHP0008510,SHP0008510,PO920714,SUP970127,WH274389,2026-04-16,2026-04-29,2026-04-29,Delhivery,Road,TRK774982224,446,2,0,Delivered,11185.13
SYSSHP0008511,SHP0008511,PO497498,SUP120422,WH205907,2025-08-29,2025-09-11,2025-09-13,Shadowfax,Road,TRK561890548,1614,6,2,Delayed,40841.72
SYSSHP0008512,SHP0008512,PO283972,SUP338533,WH100425,2025-08-19,2025-09-06,2025-09-07,FedEx,Road,TRK967337658,1174,6,1,Delayed,26139.5
SYSSHP0008513,SHP0008513,PO631163,SUP156837,WH324082,2026-06-23,2026-07-09,2026-07-09,Shadowfax,Road,TRK475741777,500,2,0,Delivered,12416.68
SYSSHP0008514,SHP0008514,PO986702,SUP770487,WH801474,2026-08-02,2026-08-13,2026-08-13,Shadowfax,Road,TRK459460393,2180,6,0,In Transit,51988.55
SYSSHP0008515,SHP0008515,PO193852,SUP329974,WH930555,2025-09-22,2025-10-04,2025-10-05,DHL,Road,TRK514295885,637,4,1,Delayed,17061.42
SYSSHP0008516,SHP0008516,PO308042,SUP399607,WH100425,2025-10-11,2025-10-30,2025-10-30,Shadowfax,Road,TRK889804182,150,3,0,Delivered,3750.82
SYSSHP0008517,SHP0008517,PO819308,SUP797229,WH958179,2026-07-08,2026-07-23,2026-07-23,Blue Dart,Road,TRK507366396,1771,7,0,Delivered,43770.24
SYSSHP0008518,SHP0008518,PO471376,SUP377405,WH212235,2025-08-14,2025-09-15,2025-09-15,FedEx,Rail,TRK869444431,585,2,0,Delivered,9065.95
SYSSHP0008519,SHP0008519,PO342081,SUP739098,WH233470,2025-10-19,2025-11-07,2025-11-07,Blue Dart,Road,TRK901783761,1330,6,0,Delivered,31108.85
SYSSHP0008520,SHP0008520,PO197219,SUP399105,WH930555,2025-09-14,2025-09-24,2025-09-29,Shadowfax,Rail,TRK438276538,1362,7,5,Delayed,24873.07
SYSSHP0008521,SHP0008521,PO259580,SUP738720,WH771088,2026-02-08,2026-02-24,2026-02-24,Shadowfax,Road,TRK792771106,981,5,0,Delivered,22644.4
SYSSHP0008522,SHP0008522,PO648048,SUP206851,WH322086,2025-10-17,2025-10-20,2025-10-20,Shadowfax,Road,TRK858199708,1447,6,0,Delivered,39067.78
SYSSHP0008523,SHP0008523,PO820360,SUP796212,WH460663,2025-09-11,2025-09-16,2025-09-16,Ecom Express,Road,TRK971631535,660,4,0,Delivered,16917.12
SYSSHP0008524,SHP0008524,PO903159,SUP205907,WH322086,2025-08-14,2025-09-01,2025-09-03,Shadowfax,Road,TRK110664492,837,5,2,Delayed,20608.5
SYSSHP0008525,SHP0008525,PO936598,SUP795613,WH482364,2026-03-12,2026-03-22,2026-03-22,FedEx,Road,TRK438915667,1098,4,0,Delivered,26958.51
SYSSHP0008526,SHP0008526,PO158043,SUP402020,WH429164,2026-04-09,2026-04-19,2026-04-19,Delhivery,Road,TRK600621292,985,4,0,Delivered,21932.66
SYSSHP0008527,SHP0008527,PO812172,SUP338533,WH832052,2026-06-23,2026-07-10,2026-07-10,Ecom Express,Road,TRK397009500,594,3,0,Delivered,14100.65
SYSSHP0008528,SHP0008528,PO928368,SUP770487,WH582662,2026-01-01,2026-01-11,2026-01-11,FedEx,Road,TRK528672473,2150,6,0,Delivered,57297.43
SYSSHP0008529,SHP0008529,PO733926,SUP943718,WH322086,2026-04-16,2026-04-20,2026-04-20,Delhivery,Road,TRK158687445,357,3,0,Delivered,9311.23
SYSSHP0008530,SHP0008530,PO478233,SUP206851,WH112038,2026-02-09,2026-02-13,2026-02-13,DHL,Road,TRK639057596,601,5,0,Delivered,15913.6
SYSSHP0008531,SHP0008531,PO942560,SUP204180,WH785197,2026-02-23,2026-02-27,2026-02-28,DHL,Road,TRK915125898,1459,7,1,Delayed,34290.36
SYSSHP0008532,SHP0008532,PO911224,SUP757937,WH519066,2026-04-01,2026-04-07,2026-04-07,Ecom Express,Road,TRK834782675,1410,6,0,Delivered,32995.06
SYSSHP0008533,SHP0008533,PO955896,SUP399607,WH771088,2026-05-01,2026-05-21,2026-05-21,FedEx,Road,TRK428259217,660,6,0,Delivered,16453.5
SYSSHP0008534,SHP0008534,PO881718,SUP475190,WH100425,2026-03-19,2026-04-03,2026-04-03,Shadowfax,Road,TRK185879704,530,4,0,Delivered,12039.58
SYSSHP0008535,SHP0008535,PO135574,SUP823846,WH686075,2025-11-09,2025-11-27,2025-11-27,Blue Dart,Road,TRK248694197,377,2,0,Delivered,9510.63
SYSSHP0008536,SHP0008536,PO698120,SUP284171,WH237174,2025-08-21,2025-09-02,2025-09-02,Blue Dart,Road,TRK448650295,1339,9,0,Delivered,31403.94
SYSSHP0008537,SHP0008537,PO844304,SUP796212,WH532322,2025-12-23,2025-12-29,2025-12-29,Delhivery,Road,TRK624581838,1460,8,0,Delivered,32177.31
SYSSHP0008538,SHP0008538,PO472663,SUP526156,WH555884,2025-10-27,2025-11-02,2025-11-02,Blue Dart,Road,TRK759802619,980,5,0,Delivered,21824.33
SYSSHP0008539,SHP0008539,PO704061,SUP891937,WH555884,2026-03-25,2026-03-31,2026-04-01,FedEx,Rail,TRK128544300,1190,4,1,Delayed,20114.86
SYSSHP0008540,SHP0008540,PO877916,SUP487477,WH324082,2026-05-08,2026-05-21,2026-05-21,Delhivery,Road,TRK272619533,887,6,0,Delivered,21404.0
SYSSHP0008541,SHP0008541,PO470911,SUP770487,WH820221,2025-08-30,2025-09-10,2025-09-10,Shadowfax,Road,TRK335404683,25,2,0,Delivered,559.7
SYSSHP0008542,SHP0008542,PO624801,SUP738720,WH205907,2025-08-07,2025-08-25,2025-08-25,Delhivery,Road,TRK684930365,426,2,0,Delivered,11356.51
SYSSHP0008543,SHP0008543,PO535060,SUP464863,WH100425,2026-07-30,2026-08-09,2026-08-09,Shadowfax,Road,TRK566722738,150,3,0,In Transit,4018.92
SYSSHP0008544,SHP0008544,PO853349,SUP739098,WH380746,2026-07-25,2026-08-13,2026-08-13,Ecom Express,Road,TRK286854942,2180,8,0,In Transit,48801.02
SYSSHP0008545,SHP0008545,PO568534,SUP820892,WH212235,2025-10-23,2025-11-09,2025-11-09,Ecom Express,Road,TRK550505093,1165,5,0,Delivered,28807.7
SYSSHP0008546,SHP0008546,PO921198,SUP393243,WH422451,2026-04-13,2026-04-29,2026-04-29,Blue Dart,Road,TRK260262507,583,2,0,Delivered,13862.9
SYSSHP0008547,SHP0008547,PO345613,SUP982554,WH515011,2026-02-10,2026-02-25,2026-02-25,Delhivery,Road,TRK840153258,2180,7,0,Delivered,50205.43
SYSSHP0008548,SHP0008548,PO323198,SUP399607,WH824586,2026-07-29,2026-08-17,2026-08-17,DHL,Road,TRK601832719,1277,6,0,In Transit,28226.41
SYSSHP0008549,SHP0008549,PO543089,SUP439498,WH274389,2026-07-13,2026-07-25,2026-07-25,Ecom Express,Road,TRK855337782,1144,5,0,Delivered,29027.03
SYSSHP0008550,SHP0008550,PO853330,SUP739244,WH379766,2026-06-23,2026-07-03,2026-07-03,DHL,Road,TRK372362992,1410,7,0,Delivered,37348.39
SYSSHP0008551,SHP0008551,PO155596,SUP982554,WH808011,2025-09-03,2025-09-19,2025-09-19,FedEx,Road,TRK174518299,1003,5,0,Delivered,22583.06
SYSSHP0008552,SHP0008552,PO683202,SUP714953,WH205907,2026-01-30,2026-02-15,2026-02-15,Shadowfax,Road,TRK545834615,365,3,0,Delivered,9490.76
SYSSHP0008553,SHP0008553,PO816269,SUP120422,WH816751,2026-06-09,2026-06-24,2026-06-24,Delhivery,Road,TRK420493186,660,4,0,Delivered,15039.13
SYSSHP0008554,SHP0008554,PO570256,SUP432043,WH686075,2026-04-09,2026-04-23,2026-04-23,Ecom Express,Road,TRK400387190,905,5,0,Delivered,24282.96
SYSSHP0008555,SHP0008555,PO998037,SUP793655,WH262316,2025-08-26,2025-09-05,2025-09-07,Blue Dart,Road,TRK959332921,1410,7,2,Delayed,35056.4
SYSSHP0008556,SHP0008556,PO693786,SUP970127,WH212235,2025-12-22,2026-01-04,2026-01-04,Shadowfax,Road,TRK611350776,693,6,0,Delivered,15714.61
SYSSHP0008557,SHP0008557,PO994631,SUP739244,WH785197,2026-03-06,2026-03-18,2026-03-18,Delhivery,Road,TRK627073838,2250,9,0,Delivered,56630.75
SYSSHP0008558,SHP0008558,PO988991,SUP913423,WH658582,2026-05-18,2026-06-01,2026-06-01,Blue Dart,Road,TRK285750364,1540,7,0,Delivered,35692.05
SYSSHP0008559,SHP0008559,PO911459,SUP770487,WH329974,2026-08-01,2026-08-13,2026-08-13,FedEx,Road,TRK544724888,2420,6,0,In Transit,64538.64
SYSSHP0008560,SHP0008560,PO953092,SUP725550,WH686075,2026-07-15,2026-07-27,2026-07-27,Shadowfax,Road,TRK771077648,1762,9,0,Delivered,46026.32
SYSSHP0008561,SHP0008561,PO277190,SUP432043,WH191161,2026-01-10,2026-01-26,2026-01-26,FedEx,Road,TRK811922341,1485,6,0,Delivered,37352.13
SYSSHP0008562,SHP0008562,PO525075,SUP206851,WH922157,2026-06-19,2026-06-22,2026-06-22,FedEx,Road,TRK254131399,847,6,0,Delivered,19434.02
SYSSHP0008563,SHP0008563,PO791582,SUP399105,WH922157,2025-12-23,2026-01-04,2026-01-04,Blue Dart,Road,TRK646293424,982,4,0,Delivered,23919.51
SYSSHP0008564,SHP0008564,PO441533,SUP432043,WH532322,2026-06-06,2026-06-22,2026-06-22,Delhivery,Rail,TRK291965010,1705,5,0,Delivered,26446.79
SYSSHP0008565,SHP0008565,PO595298,SUP216970,WH356150,2026-05-05,2026-05-22,2026-05-22,Delhivery,Road,TRK145650008,16,1,0,Delivered,395.34
SYSSHP0008566,SHP0008566,PO236204,SUP216970,WH237174,2025-08-25,2025-09-11,2025-09-13,Blue Dart,Road,TRK668156603,781,5,2,Delayed,19412.72
SYSSHP0008567,SHP0008567,PO650173,SUP330080,WH832052,2026-06-17,2026-06-23,2026-06-23,Blue Dart,Road,TRK579946040,350,3,0,Delivered,7903.94
SYSSHP0008568,SHP0008568,PO807931,SUP925981,WH930555,2026-03-29,2026-04-16,2026-04-16,Ecom Express,Road,TRK294724575,530,3,0,Delivered,12358.44
SYSSHP0008569,SHP0008569,PO856582,SUP270395,WH422451,2025-11-14,2025-11-29,2025-11-29,Blue Dart,Road,TRK925672589,980,6,0,Delivered,22156.7
SYSSHP0008570,SHP0008570,PO704879,SUP969693,WH532322,2026-02-25,2026-03-14,2026-03-14,FedEx,Road,TRK448102012,2420,6,0,Delivered,53945.29
SYSSHP0008571,SHP0008571,PO415303,SUP807617,WH654634,2025-08-19,2025-09-04,2025-09-06,FedEx,Road,TRK936274868,2150,8,2,Delayed,47716.35
SYSSHP0008572,SHP0008572,PO500372,SUP717889,WH515011,2026-05-14,2026-06-01,2026-06-01,Delhivery,Road,TRK990295600,29,1,0,Delivered,781.16
SYSSHP0008573,SHP0008573,PO710820,SUP824586,WH785197,2025-08-29,2025-09-14,2025-09-14,DHL,Road,TRK116761060,408,4,0,Delivered,9779.6
SYSSHP0008574,SHP0008574,PO579698,SUP925981,WH958179,2026-06-23,2026-07-10,2026-07-10,Shadowfax,Road,TRK821888574,708,4,0,Delivered,16813.13
SYSSHP0008575,SHP0008575,PO416642,SUP518373,WH930555,2025-11-30,2025-12-18,2025-12-18,DHL,Road,TRK935291892,863,5,0,Delivered,22293.73
SYSSHP0008576,SHP0008576,PO952841,SUP329974,WH237174,2025-09-02,2025-09-14,2025-09-16,FedEx,Road,TRK601232421,942,5,2,Delayed,22591.75
SYSSHP0008577,SHP0008577,PO783183,SUP972565,WH658582,2025-10-26,2025-10-30,2025-10-30,Blue Dart,Road,TRK398557121,1601,8,0,Delivered,36549.42
SYSSHP0008578,SHP0008578,PO621185,SUP644173,WH801474,2026-02-19,2026-03-03,2026-03-03,Blue Dart,Road,TRK998604674,1334,6,0,Delivered,34000.91
SYSSHP0008579,SHP0008579,PO406595,SUP640490,WH636265,2025-09-09,2025-10-08,2025-10-08,Ecom Express,Road,TRK391221228,733,5,0,Delivered,17918.57
SYSSHP0008580,SHP0008580,PO580762,SUP328552,WH373903,2025-09-11,2025-10-03,2025-10-03,Delhivery,Rail,TRK304523426,499,2,0,Delivered,9398.83
SYSSHP0008581,SHP0008581,PO226877,SUP329974,WH329974,2026-05-11,2026-05-23,2026-05-23,FedEx,Road,TRK937941295,19,1,0,Delivered,491.21
SYSSHP0008582,SHP0008582,PO199412,SUP717024,WH801474,2025-11-01,2025-11-14,2025-11-14,Delhivery,Road,TRK873822162,2180,7,0,Delivered,50524.9
SYSSHP0008583,SHP0008583,PO681883,SUP982554,WH636265,2026-02-24,2026-03-13,2026-03-13,FedEx,Road,TRK630226124,2180,8,0,Delivered,52373.07
SYSSHP0008584,SHP0008584,PO274060,SUP131244,WH658582,2025-12-30,2026-01-09,2026-01-09,Shadowfax,Road,TRK799533229,1245,9,0,Delivered,27704.13
SYSSHP0008585,SHP0008585,PO744354,SUP717889,WH422451,2025-10-15,2025-11-01,2025-11-01,Blue Dart,Rail,TRK668729853,1410,5,0,Delivered,26210.29
SYSSHP0008586,SHP0008586,PO255611,SUP233827,WH567574,2025-10-17,2025-10-30,2025-10-30,Delhivery,Road,TRK769101216,633,5,0,Delivered,14607.26
SYSSHP0008587,SHP0008587,PO313142,SUP205907,WH526833,2026-02-22,2026-03-12,2026-03-12,Ecom Express,Road,TRK191527838,150,3,0,Delivered,3513.88
SYSSHP0008588,SHP0008588,PO478543,SUP216970,WH654634,2026-04-16,2026-05-02,2026-05-03,Delhivery,Road,TRK192551414,2150,9,1,Delayed,57610.37
SYSSHP0008589,SHP0008589,PO965362,SUP774591,WH997546,2025-11-07,2025-11-24,2025-11-24,Blue Dart,Road,TRK796319523,2180,8,0,Delivered,48165.62
SYSSHP0008590,SHP0008590,PO852121,SUP328552,WH930555,2026-03-12,2026-04-03,2026-04-03,Shadowfax,Road,TRK327622589,1284,9,0,Delivered,28951.94
SYSSHP0008591,SHP0008591,PO816036,SUP796212,WH686075,2026-04-03,2026-04-08,2026-04-08,FedEx,Road,TRK158218466,757,4,0,Delivered,19172.15
SYSSHP0008592,SHP0008592,PO972380,SUP399105,WH324082,2025-10-11,2025-10-22,2025-10-22,Shadowfax,Road,TRK443257763,1400,9,0,Delivered,30915.7
SYSSHP0008593,SHP0008593,PO568732,SUP233827,WH174441,2026-03-08,2026-03-20,2026-03-20,DHL,Road,TRK867628618,1667,6,0,Delivered,44908.81
SYSSHP0008594,SHP0008594,PO163722,SUP329974,WH212235,2026-05-19,2026-06-01,2026-06-01,Delhivery,Road,TRK272700165,1685,8,0,Delivered,45083.01
SYSSHP0008595,SHP0008595,PO848257,SUP841666,WH555884,2026-03-07,2026-03-23,2026-03-23,FedEx,Road,TRK969639626,980,5,0,Delivered,26260.35
SYSSHP0008596,SHP0008596,PO708216,SUP234628,WH532322,2026-01-10,2026-01-27,2026-01-27,FedEx,Road,TRK809856081,2150,7,0,Delivered,47708.66
SYSSHP0008597,SHP0008597,PO939435,SUP125611,WH429164,2026-05-19,2026-06-01,2026-06-01,Blue Dart,Road,TRK471514088,396,3,0,Delivered,9295.14
SYSSHP0008598,SHP0008598,PO639858,SUP739098,WH785197,2025-09-12,2025-09-30,2025-10-01,Ecom Express,Road,TRK350133178,1783,6,1,Delayed,39930.41
SYSSHP0008599,SHP0008599,PO805048,SUP207570,WH662336,2026-05-26,2026-06-19,2026-06-19,FedEx,Road,TRK277197916,365,4,0,Delivered,9211.29
SYSSHP0008600,SHP0008600,PO667096,SUP514850,WH322086,2026-04-08,2026-04-20,2026-04-20,Blue Dart,Road,TRK422849786,1284,6,0,Delivered,28991.62
SYSSHP0008601,SHP0008601,PO745598,SUP162535,WH656116,2026-03-14,2026-03-26,2026-03-26,DHL,Road,TRK512555993,1188,4,0,Delivered,28529.39
SYSSHP0008602,SHP0008602,PO400309,SUP739244,WH112038,2025-12-19,2025-12-31,2025-12-31,Delhivery,Road,TRK691257691,930,6,0,Delivered,23144.0
SYSSHP0008603,SHP0008603,PO432044,SUP717024,WH322086,2026-04-22,2026-05-05,2026-05-06,DHL,Road,TRK639729916,555,2,1,Delayed,13405.39
SYSSHP0008604,SHP0008604,PO809866,SUP233827,WH174441,2026-01-27,2026-02-10,2026-02-10,DHL,Road,TRK339672469,749,4,0,Delivered,20180.44
SYSSHP0008605,SHP0008605,PO626537,SUP970127,WH233470,2026-05-01,2026-05-16,2026-05-16,Delhivery,Road,TRK638584294,1715,8,0,Delivered,43127.74
SYSSHP0008606,SHP0008606,PO599781,SUP131244,WH662336,2026-04-17,2026-04-28,2026-04-28,Blue Dart,Road,TRK807880967,1135,6,0,Delivered,27664.86
SYSSHP0008607,SHP0008607,PO945640,SUP426147,WH654634,2026-01-16,2026-01-26,2026-01-26,DHL,Road,TRK808221092,2180,9,0,Delivered,50955.98
SYSSHP0008608,SHP0008608,PO891461,SUP619389,WH910891,2026-07-11,2026-07-27,2026-07-27,FedEx,Road,TRK968887347,1511,7,0,Delivered,39492.54
SYSSHP0008609,SHP0008609,PO516496,SUP120422,WH373903,2025-09-13,2025-09-26,2025-09-28,DHL,Road,TRK930816115,150,4,2,Delayed,3557.34
SYSSHP0008610,SHP0008610,PO231079,SUP338533,WH582662,2025-10-05,2025-10-23,2025-10-23,Shadowfax,Rail,TRK854670382,792,5,0,Delivered,14122.84
SYSSHP0008611,SHP0008611,PO368109,SUP156837,WH324082,2026-06-06,2026-06-22,2026-06-22,Delhivery,Road,TRK372687820,500,3,0,Delivered,12861.23
SYSSHP0008612,SHP0008612,PO564835,SUP426147,WH205907,2025-10-13,2025-10-23,2025-10-23,Blue Dart,Road,TRK644341198,345,2,0,Delivered,8483.09
SYSSHP0008613,SHP0008613,PO850515,SUP266931,WH567574,2026-03-03,2026-03-10,2026-03-11,Ecom Express,Road,TRK357695265,20,2,1,Delayed,532.13
SYSSHP0008614,SHP0008614,PO912935,SUP290556,WH377746,2026-01-04,2026-01-15,2026-01-15,Delhivery,Road,TRK586152743,1460,9,0,Delivered,38293.34
SYSSHP0008615,SHP0008615,PO499609,SUP206851,WH237174,2026-02-14,2026-02-19,2026-02-19,Ecom Express,Road,TRK996917081,1206,8,0,Delivered,30666.1
SYSSHP0008616,SHP0008616,PO253760,SUP205907,WH233470,2025-12-11,2025-12-29,2025-12-29,Ecom Express,Road,TRK184822019,150,2,0,Delivered,4004.15
SYSSHP0008617,SHP0008617,PO601885,SUP823846,WH582662,2026-04-14,2026-05-02,2026-05-02,Blue Dart,Road,TRK627289673,350,3,0,Delivered,8490.86
SYSSHP0008618,SHP0008618,PO309826,SUP266931,WH824586,2025-10-02,2025-10-09,2025-10-09,DHL,Road,TRK146664570,20,1,0,Delivered,457.45
SYSSHP0008619,SHP0008619,PO125924,SUP925981,WH740967,2026-02-26,2026-03-15,2026-03-15,FedEx,Road,TRK433829900,150,2,0,Delivered,3539.51
