PurchaseOrderItemSysID,PurchaseOrderItemID,PurchaseOrderID,ProductID,QuantityOrdered,ReceivedQuantity,AcceptedQuantity,QuotedUnitCost,TotalItemCost,InspectionStatus,LineAmountBeforeTax,TaxRate,TaxAmount,LineAmountAfterTax
SYSPOI0056951,POI715532,PO640166,PROD219946,30,30,29,26967.85,809035.5,Passed with Observations,809035.5,18,145626.39,954661.89
SYSPOI0056952,POI507459,PO640166,PROD621546,31,31,30,30396.11,942279.41,Passed with Observations,942279.41,18,169610.29,1111889.7
SYSPOI0056953,POI291957,PO640166,PROD914571,27,27,26,37139.29,1002760.83,Passed with Observations,1002760.83,18,180496.95,1183257.78
SYSPOI0056954,POI936293,PO640166,PROD526117,35,35,33,120328.88,4211510.8,Failed,4211510.8,18,758071.94,4969582.74
SYSPOI0056955,POI605439,PO754435,PROD418672,1161,1161,1124,192.93,223991.73,Passed with Observations,223991.73,5,11199.59,235191.32
SYSPOI0056956,POI769923,PO754435,PROD762055,225,225,220,154.05,34661.25,Passed with Observations,34661.25,12,4159.35,38820.6
SYSPOI0056957,POI142072,PO754435,PROD800646,769,765,757,591.62,454955.78,Passed with Observations,454955.78,5,22747.79,477703.57
SYSPOI0056958,POI167386,PO754435,PROD731977,467,461,449,753.25,351767.75,Passed with Observations,351767.75,12,42212.13,393979.88
SYSPOI0056959,POI724113,PO754435,PROD973294,22,21,21,143722.46,3161894.12,Passed,3161894.12,18,569140.94,3731035.06
SYSPOI0056960,POI927257,PO242238,PROD208310,1453,1453,1425,687.41,998806.73,Passed with Observations,998806.73,5,49940.34,1048747.07
SYSPOI0056961,POI698090,PO242238,PROD976325,166,166,162,118.74,19710.84,Passed with Observations,19710.84,12,2365.3,22076.14
SYSPOI0056962,POI449448,PO242238,PROD326130,1308,1308,1282,460.2,601941.6,Passed with Observations,601941.6,12,72232.99,674174.59
SYSPOI0056963,POI926723,PO242238,PROD158896,1310,1269,1256,108.64,142318.4,Passed with Observations,142318.4,12,17078.21,159396.61
SYSPOI0056964,POI769869,PO242238,PROD391865,446,446,435,39.68,17697.28,Passed with Observations,17697.28,12,2123.67,19820.95
SYSPOI0056965,POI551023,PO647271,PROD878967,267,245,236,1730.41,462019.47,Passed with Observations,462019.47,12,55442.34,517461.81
SYSPOI0056966,POI646996,PO647271,PROD483629,143,143,135,254.61,36409.23,Failed,36409.23,12,4369.11,40778.34
SYSPOI0056967,POI404768,PO647271,PROD810189,1190,1190,1127,1074.74,1278940.6,Failed,1278940.6,5,63947.03,1342887.63
SYSPOI0056968,POI365557,PO647271,PROD324729,419,419,397,788.69,330461.11,Failed,330461.11,12,39655.33,370116.44
SYSPOI0056969,POI590854,PO729237,PROD502219,1192,1192,1165,143.52,171075.84,Passed with Observations,171075.84,12,20529.1,191604.94
SYSPOI0056970,POI716305,PO729237,PROD742686,1034,1034,1011,98.02,101352.68,Passed with Observations,101352.68,12,12162.32,113515.0
SYSPOI0056971,POI244486,PO729237,PROD710224,28,28,27,93631.29,2621676.12,Passed with Observations,2621676.12,18,471901.7,3093577.82
SYSPOI0056972,POI185775,PO404380,PROD799565,292,0,0,186.12,54347.04,Not Inspected,54347.04,12,6521.64,60868.68
SYSPOI0056973,POI146526,PO404380,PROD548580,12,0,0,45822.09,549865.08,Not Inspected,549865.08,18,98975.71,648840.79
SYSPOI0056974,POI177844,PO404380,PROD341162,854,0,0,694.57,593162.78,Not Inspected,593162.78,5,29658.14,622820.92
SYSPOI0056975,POI971687,PO404380,PROD634277,298,0,0,95.59,28485.82,Not Inspected,28485.82,12,3418.3,31904.12
SYSPOI0056976,POI506492,PO404380,PROD295892,779,0,0,698.05,543780.95,Not Inspected,543780.95,5,27189.05,570970.0
SYSPOI0056977,POI358664,PO188171,PROD245998,36,36,35,60170.97,2166154.92,Passed with Observations,2166154.92,18,389907.89,2556062.81
SYSPOI0056978,POI753768,PO188171,PROD497108,30,30,30,79609.48,2388284.4,Passed,2388284.4,18,429891.19,2818175.59
SYSPOI0056979,POI720346,PO188171,PROD423528,617,617,598,503.25,310505.25,Passed with Observations,310505.25,12,37260.63,347765.88
SYSPOI0056980,POI697541,PO188171,PROD899281,1394,1394,1353,613.71,855511.74,Passed with Observations,855511.74,5,42775.59,898287.33
SYSPOI0056981,POI711521,PO188171,PROD761532,11,11,11,119732.83,1317061.13,Passed,1317061.13,18,237071.0,1554132.13
SYSPOI0056982,POI932762,PO854773,PROD446968,17,16,16,71353.62,1213011.54,Passed,1213011.54,18,218342.08,1431353.62
SYSPOI0056983,POI552394,PO854773,PROD605065,354,354,343,198.34,70212.36,Passed with Observations,70212.36,12,8425.48,78637.84
SYSPOI0056984,POI120609,PO854773,PROD497108,37,37,36,81378.24,3010994.88,Passed with Observations,3010994.88,18,541979.08,3552973.96
SYSPOI0056985,POI494702,PO854773,PROD593554,1275,1275,1238,212.98,271549.5,Passed with Observations,271549.5,12,32585.94,304135.44
SYSPOI0056986,POI957233,PO613219,PROD986278,10,10,10,86230.13,862301.3,Passed,862301.3,18,155214.23,1017515.53
SYSPOI0056987,POI461889,PO613219,PROD130353,1400,1400,1371,587.26,822164.0,Passed with Observations,822164.0,5,41108.2,863272.2
SYSPOI0056988,POI473513,PO613219,PROD745972,646,646,631,69.85,45123.1,Passed with Observations,45123.1,12,5414.77,50537.87
SYSPOI0056989,POI102272,PO613219,PROD388086,38,38,37,50780.81,1929670.78,Passed with Observations,1929670.78,18,347340.74,2277011.52
SYSPOI0056990,POI894166,PO613219,PROD507746,1438,1438,1405,159.63,229547.94,Passed with Observations,229547.94,12,27545.75,257093.69
SYSPOI0056991,POI933707,PO613219,PROD478427,163,163,157,290.55,47359.65,Passed with Observations,47359.65,12,5683.16,53042.81
SYSPOI0056992,POI926437,PO585713,PROD648410,448,434,431,239.73,107399.04,Passed with Observations,107399.04,12,12887.88,120286.92
SYSPOI0056993,POI489505,PO585713,PROD138436,20,20,20,42691.28,853825.6,Passed,853825.6,18,153688.61,1007514.21
SYSPOI0056994,POI623676,PO585713,PROD671858,489,435,430,757.34,370339.26,Passed with Observations,370339.26,12,44440.71,414779.97
SYSPOI0056995,POI112766,PO585713,PROD656829,37,37,37,83953.15,3106266.55,Passed,3106266.55,18,559127.98,3665394.53
SYSPOI0056996,POI491627,PO585713,PROD984247,386,386,385,172.21,66473.06,Passed with Observations,66473.06,12,7976.77,74449.83
SYSPOI0056997,POI887975,PO585713,PROD861319,23,22,22,31844.85,732431.55,Passed,732431.55,18,131837.68,864269.23
SYSPOI0056998,POI155038,PO585713,PROD986593,17,17,17,89501.1,1521518.7,Passed,1521518.7,18,273873.37,1795392.07
SYSPOI0056999,POI235749,PO585713,PROD420297,194,194,193,292.18,56682.92,Passed with Observations,56682.92,12,6801.95,63484.87
SYSPOI0057000,POI143333,PO141786,PROD324130,1470,1470,1429,109.31,160685.7,Passed with Observations,160685.7,12,19282.28,179967.98
SYSPOI0057001,POI653232,PO141786,PROD536740,1292,1292,1252,1073.1,1386445.2,Passed with Observations,1386445.2,5,69322.26,1455767.46
SYSPOI0057002,POI801762,PO141786,PROD388086,11,11,11,49597.26,545569.86,Passed,545569.86,18,98202.57,643772.43
SYSPOI0057003,POI640116,PO732453,PROD434640,17,17,16,77707.58,1321028.86,Failed,1321028.86,18,237785.19,1558814.05
SYSPOI0057004,POI507742,PO732453,PROD757711,29,29,28,15215.67,441254.43,Passed with Observations,441254.43,18,79425.8,520680.23
SYSPOI0057005,POI129332,PO732453,PROD989545,411,410,392,490.07,201418.77,Passed with Observations,201418.77,12,24170.25,225589.02
SYSPOI0057006,POI886616,PO732453,PROD708798,40,38,37,70237.23,2809489.2,Passed with Observations,2809489.2,18,505708.06,3315197.26
SYSPOI0057007,POI345704,PO452732,PROD275377,143,138,135,223.19,31916.17,Passed with Observations,31916.17,12,3829.94,35746.11
SYSPOI0057008,POI417467,PO452732,PROD660605,404,404,397,570.05,230300.2,Passed with Observations,230300.2,5,11515.01,241815.21
SYSPOI0057009,POI173025,PO452732,PROD513224,125,125,123,50.64,6330.0,Passed with Observations,6330.0,12,759.6,7089.6
SYSPOI0057010,POI795784,PO452732,PROD484682,328,294,291,245.0,80360.0,Passed with Observations,80360.0,12,9643.2,90003.2
SYSPOI0057011,POI496165,PO452732,PROD883132,92,92,91,64.83,5964.36,Passed with Observations,5964.36,12,715.72,6680.08
SYSPOI0057012,POI665799,PO503645,PROD372793,204,204,201,264.21,53898.84,Passed with Observations,53898.84,12,6467.86,60366.7
SYSPOI0057013,POI922293,PO503645,PROD751303,254,254,249,102.93,26144.22,Passed with Observations,26144.22,12,3137.31,29281.53
SYSPOI0057014,POI403943,PO503645,PROD225636,200,200,196,1260.99,252198.0,Passed with Observations,252198.0,12,30263.76,282461.76
SYSPOI0057015,POI361268,PO503645,PROD701253,37,37,36,137960.45,5104536.65,Passed with Observations,5104536.65,18,918816.6,6023353.25
SYSPOI0057016,POI666836,PO503645,PROD513224,398,398,392,51.23,20389.54,Passed with Observations,20389.54,12,2446.74,22836.28
SYSPOI0057017,POI838787,PO503645,PROD710224,35,34,33,92987.95,3254578.25,Passed with Observations,3254578.25,18,585824.08,3840402.33
SYSPOI0057018,POI260458,PO503645,PROD820775,171,171,168,1810.87,309658.77,Passed with Observations,309658.77,12,37159.05,346817.82
SYSPOI0057019,POI333062,PO910879,PROD508396,12,0,0,54628.1,655537.2,Not Inspected,655537.2,18,117996.7,773533.9
SYSPOI0057020,POI358566,PO910879,PROD751303,144,0,0,96.58,13907.52,Not Inspected,13907.52,12,1668.9,15576.42
SYSPOI0057021,POI705313,PO910879,PROD650121,304,0,0,206.78,62861.12,Not Inspected,62861.12,12,7543.33,70404.45
SYSPOI0057022,POI681942,PO910879,PROD958182,635,0,0,408.83,259607.05,Not Inspected,259607.05,12,31152.85,290759.9
SYSPOI0057023,POI968395,PO910879,PROD694916,23,0,0,68906.45,1584848.35,Not Inspected,1584848.35,18,285272.7,1870121.05
SYSPOI0057024,POI735154,PO910879,PROD207570,11,0,0,109609.71,1205706.81,Not Inspected,1205706.81,18,217027.23,1422734.04
SYSPOI0057025,POI885404,PO910879,PROD401601,127,0,0,259.3,32931.1,Not Inspected,32931.1,12,3951.73,36882.83
SYSPOI0057026,POI817957,PO592979,PROD742412,32,32,32,143780.67,4600981.44,Passed,4600981.44,18,828176.66,5429158.1
SYSPOI0057027,POI722993,PO592979,PROD162165,1058,1058,1046,771.29,816024.82,Passed with Observations,816024.82,5,40801.24,856826.06
SYSPOI0057028,POI127210,PO592979,PROD550797,1314,1314,1306,624.79,820974.06,Passed with Observations,820974.06,5,41048.7,862022.76
SYSPOI0057029,POI391362,PO592979,PROD939717,171,167,167,119.83,20490.93,Passed,20490.93,12,2458.91,22949.84
SYSPOI0057030,POI251108,PO592979,PROD558089,37,37,37,64360.33,2381332.21,Passed,2381332.21,18,428639.8,2809972.01
SYSPOI0057031,POI472205,PO592979,PROD966529,39,38,38,65450.05,2552551.95,Passed,2552551.95,18,459459.35,3012011.3
SYSPOI0057032,POI762158,PO592979,PROD649577,437,437,435,1309.01,572037.37,Passed with Observations,572037.37,12,68644.48,640681.85
SYSPOI0057033,POI626038,PO990155,PROD745972,954,954,925,67.57,64461.78,Passed with Observations,64461.78,12,7735.41,72197.19
SYSPOI0057034,POI726353,PO990155,PROD308296,325,315,313,180.63,58704.75,Passed with Observations,58704.75,12,7044.57,65749.32
SYSPOI0057035,POI441764,PO990155,PROD350905,382,382,375,195.98,74864.36,Passed with Observations,74864.36,5,3743.22,78607.58
SYSPOI0057036,POI979117,PO990155,PROD731977,370,370,363,751.99,278236.3,Passed with Observations,278236.3,12,33388.36,311624.66
SYSPOI0057037,POI547456,PO990155,PROD723266,1192,1192,1180,411.07,489995.44,Passed with Observations,489995.44,12,58799.45,548794.89
SYSPOI0057038,POI122854,PO990155,PROD922458,173,173,169,212.58,36776.34,Passed with Observations,36776.34,12,4413.16,41189.5
SYSPOI0057039,POI229448,PO990155,PROD771088,537,537,521,104.35,56035.95,Passed with Observations,56035.95,12,6724.31,62760.26
SYSPOI0057040,POI189715,PO990155,PROD599127,313,313,309,442.15,138392.95,Passed with Observations,138392.95,12,16607.15,155000.1
SYSPOI0057041,POI392771,PO882047,PROD751303,139,139,133,95.77,13312.03,Passed with Observations,13312.03,12,1597.44,14909.47
SYSPOI0057042,POI535227,PO882047,PROD333746,251,251,246,1001.1,251276.1,Passed with Observations,251276.1,12,30153.13,281429.23
SYSPOI0057043,POI248367,PO882047,PROD616554,470,470,446,2321.24,1090982.8,Failed,1090982.8,12,130917.94,1221900.74
SYSPOI0057044,POI625447,PO882047,PROD761532,33,32,30,110292.06,3639637.98,Failed,3639637.98,18,655134.84,4294772.82
SYSPOI0057045,POI176337,PO882047,PROD791201,1320,1320,1272,780.66,1030471.2,Passed with Observations,1030471.2,5,51523.56,1081994.76
SYSPOI0057046,POI363111,PO882047,PROD697347,12,12,12,40346.27,484155.24,Passed,484155.24,18,87147.94,571303.18
SYSPOI0057047,POI355924,PO882047,PROD801765,492,474,458,161.41,79413.72,Passed with Observations,79413.72,12,9529.65,88943.37
SYSPOI0057048,POI403681,PO882047,PROD189856,1476,1425,1328,805.84,1189419.84,Failed,1189419.84,5,59470.99,1248890.83
SYSPOI0057049,POI582924,PO621050,PROD881549,178,0,0,868.98,154678.44,Not Inspected,154678.44,12,18561.41,173239.85
SYSPOI0057050,POI187147,PO621050,PROD446479,291,0,0,131.67,38315.97,Not Inspected,38315.97,12,4597.92,42913.89
SYSPOI0057051,POI643635,PO621050,PROD599127,397,0,0,421.3,167256.1,Not Inspected,167256.1,12,20070.73,187326.83
SYSPOI0057052,POI419273,PO621050,PROD670913,34,0,0,57261.93,1946905.62,Not Inspected,1946905.62,18,350443.01,2297348.63
SYSPOI0057053,POI743915,PO755254,PROD420297,473,473,442,276.44,130756.12,Failed,130756.12,12,15690.73,146446.85
SYSPOI0057054,POI221719,PO755254,PROD475691,149,149,136,336.3,50108.7,Failed,50108.7,12,6013.04,56121.74
SYSPOI0057055,POI177242,PO755254,PROD343807,1355,1355,1298,137.25,185973.75,Passed with Observations,185973.75,5,9298.69,195272.44
SYSPOI0057056,POI712504,PO997043,PROD409355,16,16,15,46305.84,740893.44,Failed,740893.44,18,133360.82,874254.26
SYSPOI0057057,POI511202,PO997043,PROD908475,37,37,35,15149.52,560532.24,Failed,560532.24,18,100895.8,661428.04
SYSPOI0057058,POI202512,PO997043,PROD740967,18,16,16,12380.24,222844.32,Passed,222844.32,18,40111.98,262956.3
SYSPOI0057059,POI203895,PO997043,PROD308496,15,15,14,94883.68,1423255.2,Failed,1423255.2,18,256185.94,1679441.14
SYSPOI0057060,POI287762,PO997043,PROD449138,27,27,26,45797.39,1236529.53,Passed with Observations,1236529.53,18,222575.32,1459104.85
SYSPOI0057061,POI495868,PO997043,PROD172306,40,40,37,47562.19,1902487.6,Failed,1902487.6,18,342447.77,2244935.37
SYSPOI0057062,POI224475,PO817963,PROD768636,370,370,362,107.4,39738.0,Passed with Observations,39738.0,12,4768.56,44506.56
SYSPOI0057063,POI503488,PO817963,PROD600935,26,26,26,141797.32,3686730.32,Passed,3686730.32,18,663611.46,4350341.78
SYSPOI0057064,POI617479,PO817963,PROD407757,454,454,438,393.1,178467.4,Passed with Observations,178467.4,12,21416.09,199883.49
SYSPOI0057065,POI371272,PO817963,PROD289934,294,294,284,2119.0,622986.0,Passed with Observations,622986.0,12,74758.32,697744.32
SYSPOI0057066,POI894653,PO817963,PROD486649,463,463,454,382.58,177134.54,Passed with Observations,177134.54,5,8856.73,185991.27
SYSPOI0057067,POI466040,PO575973,PROD364955,17,17,17,65080.81,1106373.77,Passed,1106373.77,18,199147.28,1305521.05
SYSPOI0057068,POI434464,PO575973,PROD721254,461,447,446,246.45,113613.45,Passed with Observations,113613.45,12,13633.61,127247.06
SYSPOI0057069,POI417677,PO575973,PROD546815,38,38,38,80666.65,3065332.7,Passed,3065332.7,18,551759.89,3617092.59
SYSPOI0057070,POI121036,PO575973,PROD378535,38,38,38,107686.85,4092100.3,Passed,4092100.3,18,736578.05,4828678.35
SYSPOI0057071,POI148499,PO575973,PROD526949,1248,1248,1234,385.1,480604.8,Passed with Observations,480604.8,5,24030.24,504635.04
SYSPOI0057072,POI794625,PO575973,PROD664058,752,752,747,176.88,133013.76,Passed with Observations,133013.76,12,15961.65,148975.41
SYSPOI0057073,POI179087,PO575973,PROD682144,1342,1342,1327,148.64,199474.88,Passed with Observations,199474.88,12,23936.99,223411.87
SYSPOI0057074,POI820227,PO704161,PROD141468,947,947,875,490.31,464323.57,Failed,464323.57,5,23216.18,487539.75
SYSPOI0057075,POI664484,PO704161,PROD446968,20,20,20,68211.28,1364225.6,Passed,1364225.6,18,245560.61,1609786.21
SYSPOI0057076,POI824725,PO704161,PROD612573,25,25,23,59575.31,1489382.75,Failed,1489382.75,18,268088.9,1757471.65
SYSPOI0057077,POI863795,PO704161,PROD159532,102,102,94,510.7,52091.4,Failed,52091.4,12,6250.97,58342.37
SYSPOI0057078,POI762849,PO704161,PROD123682,352,352,332,47.6,16755.2,Failed,16755.2,12,2010.62,18765.82
SYSPOI0057079,POI141781,PO704161,PROD533911,35,35,32,74907.09,2621748.15,Failed,2621748.15,18,471914.67,3093662.82
SYSPOI0057080,POI126355,PO704161,PROD670968,1167,1167,1131,882.92,1030367.64,Passed with Observations,1030367.64,5,51518.38,1081886.02
SYSPOI0057081,POI193926,PO289832,PROD948179,37,36,34,15881.19,587604.03,Failed,587604.03,18,105768.73,693372.76
SYSPOI0057082,POI233236,PO289832,PROD478666,1425,1425,1369,393.52,560766.0,Passed with Observations,560766.0,5,28038.3,588804.3
SYSPOI0057083,POI854305,PO289832,PROD986278,13,13,12,81969.73,1065606.49,Failed,1065606.49,18,191809.17,1257415.66
SYSPOI0057084,POI683995,PO289832,PROD812591,1027,1027,995,356.66,366289.82,Passed with Observations,366289.82,5,18314.49,384604.31
SYSPOI0057085,POI207059,PO224481,PROD364955,15,15,14,60062.03,900930.45,Failed,900930.45,18,162167.48,1063097.93
SYSPOI0057086,POI205844,PO224481,PROD899281,671,671,633,620.46,416328.66,Failed,416328.66,5,20816.43,437145.09
SYSPOI0057087,POI188803,PO224481,PROD922458,377,360,347,196.26,73990.02,Passed with Observations,73990.02,12,8878.8,82868.82
SYSPOI0057088,POI733339,PO682936,PROD572407,27,0,0,97808.4,2640826.8,Not Inspected,2640826.8,18,475348.82,3116175.62
SYSPOI0057089,POI799924,PO682936,PROD482614,17,0,0,123992.04,2107864.68,Not Inspected,2107864.68,18,379415.64,2487280.32
SYSPOI0057090,POI171567,PO682936,PROD630041,36,0,0,55483.79,1997416.44,Not Inspected,1997416.44,18,359534.96,2356951.4
SYSPOI0057091,POI543303,PO682936,PROD176066,26,0,0,92110.51,2394873.26,Not Inspected,2394873.26,18,431077.19,2825950.45
SYSPOI0057092,POI728785,PO682936,PROD399105,495,0,0,1085.62,537381.9,Not Inspected,537381.9,5,26869.1,564251.0
SYSPOI0057093,POI936338,PO682936,PROD478427,184,0,0,294.16,54125.44,Not Inspected,54125.44,12,6495.05,60620.49
SYSPOI0057094,POI404330,PO682936,PROD720407,662,0,0,419.36,277616.32,Not Inspected,277616.32,5,13880.82,291497.14
SYSPOI0057095,POI739322,PO682936,PROD763984,40,0,0,125794.97,5031798.8,Not Inspected,5031798.8,18,905723.78,5937522.58
SYSPOI0057096,POI136583,PO215738,PROD800646,517,0,0,597.91,309119.47,Not Inspected,309119.47,5,15455.97,324575.44
SYSPOI0057097,POI487926,PO215738,PROD803953,307,0,0,947.32,290827.24,Not Inspected,290827.24,12,34899.27,325726.51
SYSPOI0057098,POI655206,PO215738,PROD757711,24,0,0,16013.67,384328.08,Not Inspected,384328.08,18,69179.05,453507.13
SYSPOI0057099,POI347454,PO215738,PROD761532,19,0,0,118596.21,2253327.99,Not Inspected,2253327.99,18,405599.04,2658927.03
SYSPOI0057100,POI234064,PO215738,PROD786224,343,0,0,1126.04,386231.72,Not Inspected,386231.72,5,19311.59,405543.31
SYSPOI0057101,POI445349,PO215738,PROD529068,411,0,0,516.91,212450.01,Not Inspected,212450.01,12,25494.0,237944.01
SYSPOI0057102,POI846667,PO948525,PROD681343,406,406,385,178.14,72324.84,Failed,72324.84,12,8678.98,81003.82
SYSPOI0057103,POI868752,PO948525,PROD682144,774,774,744,136.05,105302.7,Passed with Observations,105302.7,12,12636.32,117939.02
SYSPOI0057104,POI351941,PO948525,PROD721254,423,423,401,229.89,97243.47,Failed,97243.47,12,11669.22,108912.69
SYSPOI0057105,POI874269,PO948525,PROD324345,1395,1353,1260,322.94,450501.3,Failed,450501.3,5,22525.06,473026.36
SYSPOI0057106,POI552474,PO948525,PROD688861,1266,1266,1165,110.28,139614.48,Failed,139614.48,12,16753.74,156368.22
SYSPOI0057107,POI185656,PO680100,PROD669460,40,0,0,119543.26,4781730.4,Not Inspected,4781730.4,18,860711.47,5642441.87
SYSPOI0057108,POI139884,PO680100,PROD793223,31,0,0,99877.66,3096207.46,Not Inspected,3096207.46,18,557317.34,3653524.8
SYSPOI0057109,POI806072,PO680100,PROD694916,27,0,0,68906.45,1860474.15,Not Inspected,1860474.15,18,334885.35,2195359.5
SYSPOI0057110,POI768508,PO680100,PROD508396,28,0,0,54628.1,1529586.8,Not Inspected,1529586.8,18,275325.62,1804912.42
SYSPOI0057111,POI171050,PO715353,PROD243902,35,35,34,13751.92,481317.2,Passed with Observations,481317.2,18,86637.1,567954.3
SYSPOI0057112,POI460251,PO715353,PROD277487,431,431,418,157.01,67671.31,Passed with Observations,67671.31,5,3383.57,71054.88
SYSPOI0057113,POI774531,PO715353,PROD730193,446,389,372,502.23,223994.58,Passed with Observations,223994.58,5,11199.73,235194.31
SYSPOI0057114,POI205510,PO715353,PROD138436,23,23,21,39862.47,916836.81,Failed,916836.81,18,165030.63,1081867.44
SYSPOI0057115,POI498163,PO689522,PROD742686,954,954,942,102.63,97909.02,Passed with Observations,97909.02,12,11749.08,109658.1
SYSPOI0057116,POI480874,PO689522,PROD374267,32,32,32,102526.18,3280837.76,Passed,3280837.76,18,590550.8,3871388.56
SYSPOI0057117,POI284696,PO689522,PROD119524,21,21,21,57376.61,1204908.81,Passed,1204908.81,18,216883.59,1421792.4
SYSPOI0057118,POI651012,PO689522,PROD486649,1055,1055,1050,397.6,419468.0,Passed with Observations,419468.0,5,20973.4,440441.4
SYSPOI0057119,POI984805,PO689522,PROD158896,522,497,496,114.67,59857.74,Passed with Observations,59857.74,12,7182.93,67040.67
SYSPOI0057120,POI596130,PO689522,PROD501936,33,33,33,91618.31,3023404.23,Passed,3023404.23,18,544212.76,3567616.99
SYSPOI0057121,POI888362,PO780026,PROD581532,919,919,909,934.51,858814.69,Passed with Observations,858814.69,5,42940.73,901755.42
SYSPOI0057122,POI277536,PO780026,PROD597305,911,911,905,208.1,189579.1,Passed with Observations,189579.1,12,22749.49,212328.59
SYSPOI0057123,POI827792,PO780026,PROD776364,440,440,435,683.43,300709.2,Passed with Observations,300709.2,12,36085.1,336794.3
SYSPOI0057124,POI518225,PO780026,PROD671858,413,413,408,745.89,308052.57,Passed with Observations,308052.57,12,36966.31,345018.88
SYSPOI0057125,POI880210,PO780026,PROD799565,388,388,381,179.36,69591.68,Passed with Observations,69591.68,12,8351.0,77942.68
SYSPOI0057126,POI452228,PO167089,PROD448321,385,385,367,45.25,17421.25,Passed with Observations,17421.25,12,2090.55,19511.8
SYSPOI0057127,POI953483,PO167089,PROD822858,859,859,839,100.91,86681.69,Passed with Observations,86681.69,12,10401.8,97083.49
SYSPOI0057128,POI747815,PO167089,PROD119524,19,19,18,56652.96,1076406.24,Failed,1076406.24,18,193753.12,1270159.36
SYSPOI0057129,POI700340,PO167089,PROD265080,456,456,435,159.51,72736.56,Passed with Observations,72736.56,12,8728.39,81464.95
SYSPOI0057130,POI277510,PO167089,PROD898462,1264,1264,1205,345.0,436080.0,Passed with Observations,436080.0,12,52329.6,488409.6
SYSPOI0057131,POI539352,PO167089,PROD847006,32,32,31,83422.97,2669535.04,Passed with Observations,2669535.04,18,480516.31,3150051.35
SYSPOI0057132,POI139981,PO167089,PROD564586,134,134,130,1521.03,203818.02,Passed with Observations,203818.02,12,24458.16,228276.18
SYSPOI0057133,POI711254,PO406397,PROD656116,237,0,0,1392.32,329979.84,Not Inspected,329979.84,12,39597.58,369577.42
SYSPOI0057134,POI880496,PO406397,PROD865433,22,0,0,65083.41,1431835.02,Not Inspected,1431835.02,18,257730.3,1689565.32
SYSPOI0057135,POI742199,PO406397,PROD952227,33,0,0,55297.53,1824818.49,Not Inspected,1824818.49,18,328467.33,2153285.82
SYSPOI0057136,POI831398,PO406397,PROD907236,157,0,0,907.97,142551.29,Not Inspected,142551.29,12,17106.15,159657.44
SYSPOI0057137,POI856947,PO810291,PROD664607,270,0,0,82.09,22164.3,Not Inspected,22164.3,12,2659.72,24824.02
SYSPOI0057138,POI329170,PO810291,PROD675898,13,0,0,74128.5,963670.5,Not Inspected,963670.5,18,173460.69,1137131.19
SYSPOI0057139,POI151130,PO810291,PROD887842,437,0,0,180.59,78917.83,Not Inspected,78917.83,12,9470.14,88387.97
SYSPOI0057140,POI869285,PO810291,PROD408467,39,0,0,131316.24,5121333.36,Not Inspected,5121333.36,18,921840.0,6043173.36
SYSPOI0057141,POI371453,PO810291,PROD610310,11,0,0,108698.9,1195687.9,Not Inspected,1195687.9,18,215223.82,1410911.72
SYSPOI0057142,POI118471,PO810291,PROD838253,14,0,0,54028.2,756394.8,Not Inspected,756394.8,18,136151.06,892545.86
SYSPOI0057143,POI739178,PO810291,PROD944962,337,0,0,255.74,86184.38,Not Inspected,86184.38,12,10342.13,96526.51
SYSPOI0057144,POI667560,PO485781,PROD752011,91,87,85,371.82,33835.62,Passed with Observations,33835.62,12,4060.27,37895.89
SYSPOI0057145,POI672615,PO485781,PROD172306,20,20,20,51062.16,1021243.2,Passed,1021243.2,18,183823.78,1205066.98
SYSPOI0057146,POI280122,PO485781,PROD324729,405,405,398,862.06,349134.3,Passed with Observations,349134.3,12,41896.12,391030.42
SYSPOI0057147,POI720521,PO485781,PROD476417,32,32,31,59152.07,1892866.24,Passed with Observations,1892866.24,18,340715.92,2233582.16
SYSPOI0057148,POI410056,PO485781,PROD420297,427,416,406,279.2,119218.4,Passed with Observations,119218.4,12,14306.21,133524.61
SYSPOI0057149,POI961376,PO933409,PROD558723,264,259,257,937.64,247536.96,Passed with Observations,247536.96,12,29704.44,277241.4
SYSPOI0057150,POI323197,PO933409,PROD393992,124,124,123,127.75,15841.0,Passed with Observations,15841.0,12,1900.92,17741.92
SYSPOI0057151,POI822969,PO933409,PROD565776,385,385,382,721.29,277696.65,Passed with Observations,277696.65,12,33323.6,311020.25
SYSPOI0057152,POI765923,PO230001,PROD343807,1100,1060,1035,141.59,155749.0,Passed with Observations,155749.0,5,7787.45,163536.45
SYSPOI0057153,POI518345,PO230001,PROD502491,313,313,304,1723.07,539320.91,Passed with Observations,539320.91,12,64718.51,604039.42
SYSPOI0057154,POI552476,PO230001,PROD418594,13,13,13,21766.1,282959.3,Passed,282959.3,18,50932.67,333891.97
SYSPOI0057155,POI108731,PO230001,PROD730193,1247,1247,1222,516.73,644362.31,Passed with Observations,644362.31,5,32218.12,676580.43
SYSPOI0057156,POI616931,PO618016,PROD476417,34,34,32,56649.27,1926075.18,Failed,1926075.18,18,346693.53,2272768.71
SYSPOI0057157,POI599563,PO618016,PROD799565,90,90,88,171.53,15437.7,Passed with Observations,15437.7,12,1852.52,17290.22
SYSPOI0057158,POI709948,PO618016,PROD768636,106,106,96,101.56,10765.36,Failed,10765.36,12,1291.84,12057.2
