SupplierProductSysID,SupplierID,ProductID,LeadTimeDays,MinimumOrderQty,QuotedUnitCost,DefectRatePercentage
SYSSP0001246,SUP870763,PROD993744,27,46,61496.72,0.27
SYSSP0001247,SUP870763,PROD555292,36,89,86826.0,1.1
SYSSP0001248,SUP870763,PROD946305,19,99,65770.83,0.59
SYSSP0001249,SUP870763,PROD408467,17,97,129334.89,0.2
SYSSP0001250,SUP870763,PROD378535,34,70,106144.61,1.04
SYSSP0001251,SUP870763,PROD881177,39,74,64515.43,0.58
SYSSP0001252,SUP333238,PROD572398,33,32,25645.87,2.7
SYSSP0001253,SUP333238,PROD273148,34,32,58003.11,4.45
SYSSP0001254,SUP333238,PROD914571,25,42,37185.23,6.93
SYSSP0001255,SUP333238,PROD695551,36,32,73022.7,3.47
SYSSP0001256,SUP333238,PROD308727,44,35,79935.62,2.81
SYSSP0001257,SUP333238,PROD449138,39,39,45449.23,7.32
SYSSP0001258,SUP333238,PROD396020,45,21,14008.68,2.78
SYSSP0001259,SUP333238,PROD576919,47,22,122482.23,3.56
SYSSP0001260,SUP333238,PROD421549,42,53,99202.1,5.89
SYSSP0001261,SUP333238,PROD521233,14,198,1490.0,2.86
SYSSP0001262,SUP333238,PROD261771,10,54,1007.09,7.09
SYSSP0001263,SUP333238,PROD786587,6,83,1677.6,5.66
SYSSP0001264,SUP333238,PROD525556,9,166,2312.61,6.68
SYSSP0001265,SUP333238,PROD656116,6,79,1353.81,6.5
SYSSP0001266,SUP333238,PROD496764,8,101,1616.66,6.56
SYSSP0001267,SUP333238,PROD749887,13,80,1375.25,5.38
SYSSP0001268,SUP333238,PROD571832,9,104,2341.78,5.47
SYSSP0001269,SUP333238,PROD975679,10,80,2231.83,6.29
SYSSP0001270,SUP333238,PROD722665,12,144,210.03,4.69
SYSSP0001271,SUP333238,PROD297810,14,84,84.83,6.74
SYSSP0001272,SUP333238,PROD699809,17,90,291.11,4.93
SYSSP0001273,SUP333238,PROD381444,4,191,262.85,6.03
SYSSP0001274,SUP333238,PROD791201,11,343,801.67,3.53
SYSSP0001275,SUP333238,PROD786224,12,330,1064.09,7.19
SYSSP0001276,SUP333238,PROD716493,8,192,520.98,5.56
SYSSP0001277,SUP333238,PROD454992,10,254,212.86,2.52
SYSSP0001278,SUP333238,PROD130353,8,160,564.76,7.38
SYSSP0001279,SUP333238,PROD794395,13,359,251.2,6.35
SYSSP0001280,SUP333238,PROD343807,9,127,129.77,6.48
SYSSP0001281,SUP302511,PROD932463,18,86,53350.18,3.38
SYSSP0001282,SUP302511,PROD408467,42,142,120109.94,2.85
SYSSP0001283,SUP302511,PROD308496,29,136,95249.02,4.13
SYSSP0001284,SUP302511,PROD913308,28,121,86244.65,3.05
SYSSP0001285,SUP302511,PROD881177,24,110,61652.66,6.85
SYSSP0001286,SUP302511,PROD610310,30,89,100782.33,4.92
SYSSP0001287,SUP302511,PROD572407,31,107,97556.3,4.77
SYSSP0001288,SUP302511,PROD501936,31,97,84613.57,3.47
SYSSP0001289,SUP302511,PROD694916,30,105,68537.71,2.66
SYSSP0001290,SUP302511,PROD480133,35,115,50206.06,6.76
SYSSP0001291,SUP302511,PROD735656,34,101,118041.95,3.6
SYSSP0001292,SUP302511,PROD409571,30,100,103521.99,5.69
SYSSP0001293,SUP302511,PROD670913,37,150,58041.52,2.93
SYSSP0001294,SUP302511,PROD600935,36,107,138830.47,6.68
SYSSP0001295,SUP302511,PROD176066,25,134,91787.72,3.73
SYSSP0001296,SUP302511,PROD728437,30,108,52978.89,5.46
SYSSP0001297,SUP302511,PROD630041,25,80,52435.71,2.72
SYSSP0001298,SUP302511,PROD482614,37,144,115035.74,5.16
SYSSP0001299,SUP302511,PROD442622,37,92,138024.53,3.7
SYSSP0001300,SUP302511,PROD476417,34,132,58775.41,3.16
SYSSP0001301,SUP302511,PROD416797,27,91,107279.91,5.85
SYSSP0001302,SUP302511,PROD273148,27,138,60810.9,6.24
SYSSP0001303,SUP302511,PROD591465,20,139,80493.78,6.87
SYSSP0001304,SUP302511,PROD627262,30,127,62776.6,6.02
SYSSP0001305,SUP302511,PROD119524,22,89,53938.0,5.95
SYSSP0001306,SUP302511,PROD108454,33,117,48156.6,3.85
SYSSP0001307,SUP302511,PROD533911,40,106,76172.06,2.9
SYSSP0001308,SUP302511,PROD324345,14,556,311.63,7.05
SYSSP0001309,SUP302511,PROD551860,9,613,416.81,4.83
SYSSP0001310,SUP302511,PROD162165,6,875,705.36,5.29
SYSSP0001311,SUP302511,PROD381607,9,709,358.45,4.17
SYSSP0001312,SUP302511,PROD642895,12,1164,56.01,7.2
SYSSP0001313,SUP302511,PROD302897,12,730,237.61,6.99
SYSSP0001314,SUP302511,PROD800646,17,933,562.86,2.82
SYSSP0001315,SUP302511,PROD542042,12,997,236.42,6.65
SYSSP0001316,SUP302511,PROD978292,16,1044,700.48,5.16
SYSSP0001317,SUP302511,PROD401036,11,1135,733.76,5.87
SYSSP0001318,SUP302511,PROD158132,6,968,378.28,4.45
SYSSP0001319,SUP302511,PROD571435,8,578,203.31,3.88
SYSSP0001320,SUP302511,PROD130610,9,654,510.96,5.1
SYSSP0001321,SUP302511,PROD869864,6,926,271.33,5.21
SYSSP0001322,SUP302511,PROD550797,9,855,573.01,6.19
SYSSP0001323,SUP302511,PROD132146,6,693,133.78,6.86
SYSSP0001324,SUP302511,PROD343807,11,1160,131.38,5.39
SYSSP0001325,SUP302511,PROD791201,12,1107,799.89,5.15
SYSSP0001326,SUP302511,PROD615060,15,968,460.58,3.16
SYSSP0001327,SUP302511,PROD160718,9,766,342.54,4.36
SYSSP0001328,SUP302511,PROD491559,8,651,201.92,4.78
SYSSP0001329,SUP302511,PROD681343,10,664,175.42,3.93
SYSSP0001330,SUP302511,PROD130782,12,604,224.19,6.47
SYSSP0001331,SUP302511,PROD931621,8,309,154.86,4.08
SYSSP0001332,SUP302511,PROD513224,10,383,47.28,3.53
SYSSP0001333,SUP302511,PROD345386,10,412,98.07,3.24
SYSSP0001334,SUP302511,PROD799565,16,333,175.52,3.11
SYSSP0001335,SUP302511,PROD968962,8,505,146.84,7.24
SYSSP0001336,SUP302511,PROD878480,11,252,106.33,5.23
SYSSP0001337,SUP302511,PROD912233,15,581,168.62,4.87
SYSSP0001338,SUP302511,PROD650121,13,591,208.24,5.33
SYSSP0001339,SUP302511,PROD722665,14,602,202.18,4.89
SYSSP0001340,SUP302511,PROD817644,6,597,189.33,4.04
SYSSP0001341,SUP302511,PROD753425,15,680,263.09,4.29
SYSSP0001342,SUP302511,PROD758589,10,561,146.91,5.42
SYSSP0001343,SUP302511,PROD516760,10,350,179.54,5.19
SYSSP0001344,SUP302511,PROD416822,17,593,155.61,7.38
SYSSP0001345,SUP302511,PROD883132,12,501,60.74,5.53
SYSSP0001346,SUP302511,PROD982885,10,434,107.25,6.08
SYSSP0001347,SUP302511,PROD976325,13,447,109.38,3.92
SYSSP0001348,SUP302511,PROD888795,12,478,281.26,2.94
SYSSP0001349,SUP302511,PROD644932,17,462,1417.24,3.94
SYSSP0001350,SUP302511,PROD586819,16,462,615.8,5.44
SYSSP0001351,SUP302511,PROD649577,7,356,1154.06,7.44
SYSSP0001352,SUP302511,PROD803953,15,283,949.81,5.45
SYSSP0001353,SUP302511,PROD159532,11,253,508.2,7.07
SYSSP0001354,SUP519093,PROD718241,10,671,1146.39,1.03
SYSSP0001355,SUP519093,PROD196126,4,536,2464.66,0.42
SYSSP0001356,SUP519093,PROD133958,2,384,1041.22,0.84
SYSSP0001357,SUP519093,PROD403742,10,584,1385.79,0.49
SYSSP0001358,SUP519093,PROD933197,2,602,1093.39,0.23
SYSSP0001359,SUP519093,PROD731977,4,284,799.81,0.56
SYSSP0001360,SUP519093,PROD649577,7,694,1255.47,0.89
SYSSP0001361,SUP519093,PROD372028,2,512,1765.43,0.22
SYSSP0001362,SUP519093,PROD820775,6,547,1805.08,0.52
SYSSP0001363,SUP519093,PROD722780,3,333,456.17,0.56
SYSSP0001364,SUP519093,PROD333746,8,398,1043.46,0.84
SYSSP0001365,SUP519093,PROD898329,3,642,2434.38,0.96
SYSSP0001366,SUP519093,PROD213475,11,528,1726.49,0.52
SYSSP0001367,SUP519093,PROD242239,5,600,944.77,0.56
SYSSP0001368,SUP519093,PROD285413,9,671,1319.62,0.34
SYSSP0001369,SUP519093,PROD980651,5,648,320.16,0.54
SYSSP0001370,SUP519093,PROD889216,5,361,960.75,0.42
SYSSP0001371,SUP519093,PROD703139,6,463,2454.93,0.28
SYSSP0001372,SUP519093,PROD866260,5,495,366.86,0.89
SYSSP0001373,SUP519093,PROD648102,2,555,514.87,1.17
SYSSP0001374,SUP519093,PROD484682,3,264,249.9,0.32
SYSSP0001375,SUP519093,PROD862760,4,602,757.57,0.33
SYSSP0001376,SUP519093,PROD907236,5,467,958.48,0.98
SYSSP0001377,SUP519093,PROD253300,4,646,190.82,0.63
SYSSP0001378,SUP519093,PROD166412,6,266,930.29,0.71
SYSSP0001379,SUP519093,PROD446479,1,310,148.33,0.24
SYSSP0001380,SUP519093,PROD490917,24,92,79975.0,1.12
SYSSP0001381,SUP519093,PROD973294,20,103,145326.85,0.23
SYSSP0001382,SUP519093,PROD546815,17,124,81547.4,1.06
SYSSP0001383,SUP519093,PROD378535,38,144,106985.56,0.3
SYSSP0001384,SUP519093,PROD934042,33,147,81950.81,0.39
SYSSP0001385,SUP519093,PROD710224,23,148,94539.66,0.93
SYSSP0001386,SUP519093,PROD630041,18,126,57967.13,0.39
SYSSP0001387,SUP519093,PROD421549,36,103,110154.71,1.18
SYSSP0001388,SUP519093,PROD901467,27,145,145046.77,0.31
SYSSP0001389,SUP519093,PROD114338,25,139,120569.25,0.34
SYSSP0001390,SUP519093,PROD787926,37,116,101767.34,0.24
SYSSP0001391,SUP519093,PROD480133,22,94,55837.06,0.66
SYSSP0001392,SUP519093,PROD600935,36,136,147070.36,0.61
SYSSP0001393,SUP519093,PROD576919,27,88,137094.95,1.0
SYSSP0001394,SUP519093,PROD324082,34,102,95607.86,0.87
SYSSP0001395,SUP519093,PROD701253,36,130,138428.99,0.86
SYSSP0001396,SUP519093,PROD806004,17,98,94579.69,0.9
SYSSP0001397,SUP519093,PROD269930,17,88,101476.37,0.4
SYSSP0001398,SUP519093,PROD763984,18,95,128419.88,0.62
SYSSP0001399,SUP519093,PROD986278,28,114,88504.6,1.0
SYSSP0001400,SUP519093,PROD572407,25,140,103140.89,1.15
SYSSP0001401,SUP519093,PROD883641,28,98,147538.78,0.31
SYSSP0001402,SUP519093,PROD881886,20,143,124649.79,1.14
SYSSP0001403,SUP519093,PROD926730,15,86,21362.31,0.7
SYSSP0001404,SUP519093,PROD908475,14,128,16931.31,0.53
SYSSP0001405,SUP519093,PROD119524,24,89,59667.64,0.72
SYSSP0001406,SUP519093,PROD865433,27,105,66276.54,0.7
SYSSP0001407,SUP519093,PROD851763,29,149,26394.43,1.06
SYSSP0001408,SUP519093,PROD735053,32,84,66113.46,1.08
SYSSP0001409,SUP378361,PROD697347,31,22,38670.39,5.8
SYSSP0001410,SUP378361,PROD864711,43,30,71137.34,3.17
SYSSP0001411,SUP378361,PROD446968,42,51,67388.41,5.34
SYSSP0001412,SUP378361,PROD861319,37,55,29956.65,5.36
SYSSP0001413,SUP378361,PROD396020,36,30,14591.57,4.46
SYSSP0001414,SUP378361,PROD934042,36,44,77566.18,4.26
SYSSP0001415,SUP378361,PROD787436,28,23,98968.86,2.73
SYSSP0001416,SUP221263,PROD373432,25,35,52559.21,5.46
SYSSP0001417,SUP221263,PROD199807,39,39,40310.67,3.35
SYSSP0001418,SUP221263,PROD570711,36,22,65914.31,6.82
SYSSP0001419,SUP221263,PROD790017,39,46,13269.25,5.98
SYSSP0001420,SUP221263,PROD737086,35,40,80206.41,4.45
SYSSP0001421,SUP221263,PROD744986,35,51,86442.52,5.88
SYSSP0001422,SUP221263,PROD735656,30,52,118544.35,5.84
SYSSP0001423,SUP221263,PROD976325,11,126,109.3,4.68
SYSSP0001424,SUP221263,PROD939717,17,69,112.04,5.18
SYSSP0001425,SUP221263,PROD130782,11,62,212.99,5.37
SYSSP0001426,SUP221263,PROD345386,12,73,95.98,5.39
SYSSP0001427,SUP221263,PROD275377,16,119,203.38,6.51
SYSSP0001428,SUP221263,PROD881549,15,103,873.74,2.88
SYSSP0001429,SUP221263,PROD740725,13,126,1961.07,5.2
SYSSP0001430,SUP664607,PROD674553,36,55,57513.48,0.84
SYSSP0001431,SUP664607,PROD281162,37,53,44182.74,2.07
SYSSP0001432,SUP664607,PROD757711,21,49,15695.03,2.2
SYSSP0001433,SUP664607,PROD449138,40,59,48891.46,2.8
SYSSP0001434,SUP664607,PROD408467,33,60,122968.59,1.24
SYSSP0001435,SUP664607,PROD749137,29,29,129199.53,2.44
SYSSP0001436,SUP429164,PROD287654,35,50,38155.3,2.12
SYSSP0001437,SUP429164,PROD245998,27,55,58609.83,1.22
SYSSP0001438,SUP429164,PROD418594,22,91,22351.43,1.82
SYSSP0001439,SUP429164,PROD993744,32,67,61077.03,2.79
SYSSP0001440,SUP429164,PROD179046,21,50,31520.51,0.86
SYSSP0001441,SUP429164,PROD986982,40,91,53094.77,2.01
SYSSP0001442,SUP429164,PROD838253,35,94,51111.98,2.39
SYSSP0001443,SUP429164,PROD595351,40,41,17355.01,2.77
SYSSP0001444,SUP429164,PROD476018,25,78,23958.85,0.94
SYSSP0001445,SUP429164,PROD914571,28,97,38883.69,2.25
SYSSP0001446,SUP429164,PROD119524,17,65,58909.95,2.39
SYSSP0001447,SUP429164,PROD726822,19,55,17470.24,2.42
SYSSP0001448,SUP429164,PROD802729,18,73,23008.95,2.08
SYSSP0001449,SUP429164,PROD239613,39,99,71267.01,1.89
SYSSP0001450,SUP429164,PROD714953,17,55,74640.97,2.5
SYSSP0001451,SUP429164,PROD932463,25,61,55319.41,2.42
SYSSP0001452,SUP429164,PROD207570,40,87,114314.66,2.86
SYSSP0001453,SUP429164,PROD739427,21,49,144090.21,1.27
SYSSP0001454,SUP429164,PROD558089,23,68,62658.83,2.7
SYSSP0001455,SUP429164,PROD265649,2,501,449.95,2.34
SYSSP0001456,SUP429164,PROD958182,3,412,424.12,1.84
SYSSP0001457,SUP429164,PROD682144,5,392,145.27,2.86
SYSSP0001458,SUP429164,PROD324130,7,493,108.49,2.61
SYSSP0001459,SUP429164,PROD806537,2,580,420.84,2.13
SYSSP0001460,SUP429164,PROD214576,2,603,377.86,2.28
SYSSP0001461,SUP429164,PROD222629,6,532,174.2,2.21
SYSSP0001462,SUP429164,PROD745972,7,665,68.82,1.98
SYSSP0001463,SUP429164,PROD822858,5,689,102.18,0.82
SYSSP0001464,SUP429164,PROD534037,8,380,449.65,2.86
SYSSP0001465,SUP429164,PROD242723,5,402,135.97,2.76
SYSSP0001466,SUP429164,PROD158104,9,573,228.44,2.59
SYSSP0001467,SUP429164,PROD633188,8,654,71.11,2.71
SYSSP0001468,SUP429164,PROD730193,9,491,532.14,2.84
SYSSP0001469,SUP429164,PROD431699,7,617,462.93,2.82
SYSSP0001470,SUP429164,PROD713799,3,672,214.61,1.37
SYSSP0001471,SUP429164,PROD581532,3,430,903.0,2.4
SYSSP0001472,SUP681343,PROD660605,7,544,571.41,1.15
SYSSP0001473,SUP681343,PROD341162,10,615,723.26,2.63
SYSSP0001474,SUP681343,PROD456871,4,683,200.33,1.7
SYSSP0001475,SUP681343,PROD381607,7,481,388.99,2.42
SYSSP0001476,SUP681343,PROD324345,6,338,331.52,2.62
SYSSP0001477,SUP681343,PROD899281,6,351,616.78,1.61
SYSSP0001478,SUP681343,PROD571435,8,698,219.84,2.64
SYSSP0001479,SUP681343,PROD329659,5,260,179.64,2.83
SYSSP0001480,SUP681343,PROD208310,5,295,716.8,1.24
SYSSP0001481,SUP681343,PROD373903,4,275,1113.91,1.74
SYSSP0001482,SUP681343,PROD867541,6,326,261.14,1.61
SYSSP0001483,SUP681343,PROD883641,33,47,136825.52,1.96
SYSSP0001484,SUP681343,PROD728437,39,98,55397.89,2.62
SYSSP0001485,SUP681343,PROD501936,30,47,87942.56,1.25
SYSSP0001486,SUP681343,PROD584838,40,57,93505.79,1.89
SYSSP0001487,SUP681343,PROD670913,19,67,60617.54,2.12
SYSSP0001488,SUP681343,PROD558089,24,86,63685.35,1.72
SYSSP0001489,SUP681343,PROD107459,28,90,48967.69,1.44
SYSSP0001490,SUP681343,PROD409355,23,55,51257.32,2.8
SYSSP0001491,SUP681343,PROD533321,26,77,115888.29,1.81
SYSSP0001492,SUP681343,PROD434640,15,70,78812.32,1.51
SYSSP0001493,SUP681343,PROD453961,37,65,105191.5,2.37
SYSSP0001494,SUP681343,PROD572407,37,67,100553.92,1.36
SYSSP0001495,SUP681343,PROD490917,18,75,74312.65,1.53
SYSSP0001496,SUP681343,PROD612573,22,70,65357.35,2.99
SYSSP0001497,SUP681343,PROD818699,36,91,63365.55,2.45
SYSSP0001498,SUP681343,PROD281162,16,40,42586.93,2.16
SYSSP0001499,SUP681343,PROD139581,24,65,76830.77,1.09
SYSSP0001500,SUP681343,PROD862760,11,121,750.96,1.37
SYSSP0001501,SUP681343,PROD375097,11,352,385.92,2.73
SYSSP0001502,SUP681343,PROD446479,5,145,139.03,1.97
SYSSP0001503,SUP681343,PROD478427,5,233,287.98,0.9
SYSSP0001504,SUP681343,PROD376807,5,355,270.6,2.64
SYSSP0001505,SUP681343,PROD518098,8,320,450.1,2.73
SYSSP0001506,SUP681343,PROD393992,12,235,121.74,1.76
SYSSP0001507,SUP681343,PROD752011,5,261,383.98,1.88
SYSSP0001508,SUP681343,PROD391668,5,384,518.59,2.25
SYSSP0001509,SUP681343,PROD586819,10,127,656.47,0.92
SYSSP0001510,SUP681343,PROD343467,5,118,531.51,1.16
SYSSP0001511,SUP681343,PROD599127,10,323,437.9,2.77
SYSSP0001512,SUP681343,PROD553014,10,120,379.82,2.98
SYSSP0001513,SUP681343,PROD740725,11,348,2071.92,1.05
SYSSP0001514,SUP681343,PROD416822,5,163,156.31,1.25
SYSSP0001515,SUP696750,PROD649577,11,196,1212.21,2.82
SYSSP0001516,SUP696750,PROD975679,6,177,2422.36,2.75
SYSSP0001517,SUP696750,PROD502491,3,122,1758.72,2.3
SYSSP0001518,SUP696750,PROD656116,9,145,1433.97,2.89
SYSSP0001519,SUP696750,PROD372028,8,89,1642.08,1.81
SYSSP0001520,SUP696750,PROD403742,10,166,1342.4,1.39
SYSSP0001521,SUP696750,PROD934638,3,134,234.63,2.24
SYSSP0001522,SUP696750,PROD722665,10,133,226.17,3.0
SYSSP0001523,SUP696750,PROD486649,4,208,395.53,2.56
SYSSP0001524,SUP696750,PROD978292,6,265,739.84,2.44
SYSSP0001525,SUP696750,PROD730193,10,295,511.66,1.36
SYSSP0001526,SUP696750,PROD302897,5,304,247.81,2.68
SYSSP0001527,SUP696750,PROD896204,4,298,588.04,1.43
SYSSP0001528,SUP696750,PROD162165,4,161,754.67,2.56
SYSSP0001529,SUP696750,PROD123682,6,167,50.06,1.01
SYSSP0001530,SUP696750,PROD678727,7,362,275.2,1.78
SYSSP0001531,SUP437902,PROD859364,17,42,62194.43,2.94
SYSSP0001532,SUP437902,PROD239613,36,54,71794.66,2.37
SYSSP0001533,SUP437902,PROD572398,30,73,27992.51,1.95
SYSSP0001534,SUP437902,PROD595351,24,69,17767.97,2.8
SYSSP0001535,SUP437902,PROD579536,30,59,51360.99,1.08
SYSSP0001536,SUP437902,PROD952227,24,93,55166.68,1.74
SYSSP0001537,SUP437902,PROD219946,33,43,28881.75,2.82
SYSSP0001538,SUP437902,PROD475479,31,46,48783.11,1.71
SYSSP0001539,SUP437902,PROD805200,29,82,35626.6,2.59
SYSSP0001540,SUP437902,PROD913308,26,56,93450.05,2.49
SYSSP0001541,SUP437902,PROD763984,15,47,128478.56,1.82
SYSSP0001542,SUP437902,PROD999398,40,51,84212.03,0.9
SYSSP0001543,SUP437902,PROD381607,8,698,394.33,1.49
SYSSP0001544,SUP437902,PROD158132,9,637,417.16,2.17
SYSSP0001545,SUP437902,PROD162165,6,424,785.6,2.72
SYSSP0001546,SUP437902,PROD130610,4,358,511.54,2.44
SYSSP0001547,SUP437902,PROD341162,6,696,710.64,1.75
SYSSP0001548,SUP437902,PROD564635,2,252,139.81,0.83
SYSSP0001549,SUP437902,PROD277487,9,485,168.11,2.71
SYSSP0001550,SUP437902,PROD546688,9,405,312.85,2.94
SYSSP0001551,SUP437902,PROD343807,7,603,141.81,2.32
SYSSP0001552,SUP437902,PROD517568,8,661,424.0,1.08
SYSSP0001553,SUP437902,PROD791201,2,347,811.17,0.83
SYSSP0001554,SUP437902,PROD326130,5,689,438.25,1.86
SYSSP0001555,SUP871711,PROD724756,7,254,373.16,3.24
SYSSP0001556,SUP871711,PROD834233,10,159,392.84,3.26
SYSSP0001557,SUP871711,PROD688861,14,341,109.73,4.75
SYSSP0001558,SUP871711,PROD199868,8,250,260.84,6.67
SYSSP0001559,SUP871711,PROD534037,6,104,417.54,6.74
SYSSP0001560,SUP871711,PROD130353,13,353,553.25,5.48
SYSSP0001561,SUP871711,PROD208310,14,118,660.89,4.93
SYSSP0001562,SUP887625,PROD526949,7,329,376.4,0.85
SYSSP0001563,SUP887625,PROD869864,6,198,274.27,1.76
SYSSP0001564,SUP887625,PROD401036,10,212,785.72,2.31
SYSSP0001565,SUP887625,PROD418672,9,167,195.01,2.39
SYSSP0001566,SUP887625,PROD222629,8,313,178.97,2.28
SYSSP0001567,SUP887625,PROD449138,38,43,48726.67,2.56
SYSSP0001568,SUP887625,PROD740967,20,59,13319.51,2.32
SYSSP0001569,SUP887625,PROD273148,17,50,60755.15,1.24
SYSSP0001570,SUP887625,PROD805200,34,51,34306.81,1.72
SYSSP0001571,SUP887625,PROD373216,30,39,71154.07,2.03
SYSSP0001572,SUP887625,PROD851763,15,42,26452.87,1.59
SYSSP0001573,SUP887625,PROD322182,20,31,146308.4,2.77
SYSSP0001574,SUP887625,PROD728437,16,24,53465.31,1.05
SYSSP0001575,SUP887625,PROD823975,6,80,159.39,1.87
SYSSP0001576,SUP887625,PROD762055,8,140,155.29,2.49
SYSSP0001577,SUP887625,PROD768636,11,118,108.87,2.68
SYSSP0001578,SUP887625,PROD934638,11,76,230.99,2.84
SYSSP0001579,SUP887625,PROD423993,10,167,88.45,2.46
SYSSP0001580,SUP887625,PROD220764,4,76,236.31,0.89
SYSSP0001581,SUP887625,PROD976325,4,92,117.38,2.72
SYSSP0001582,SUP887625,PROD982885,8,90,115.53,2.36
SYSSP0001583,SUP887625,PROD183667,11,177,1727.71,1.02
SYSSP0001584,SUP887625,PROD881549,8,135,950.37,1.07
SYSSP0001585,SUP887625,PROD612530,6,162,719.53,2.49
SYSSP0001586,SUP598216,PROD220764,8,145,224.09,4.58
SYSSP0001587,SUP598216,PROD799565,9,185,173.85,3.64
SYSSP0001588,SUP598216,PROD169403,14,154,242.29,7.26
SYSSP0001589,SUP598216,PROD753425,18,142,279.69,4.71
SYSSP0001590,SUP598216,PROD423993,10,182,84.78,2.92
SYSSP0001591,SUP598216,PROD749887,13,92,1314.31,4.47
SYSSP0001592,SUP598216,PROD242239,10,88,890.13,2.79
SYSSP0001593,SUP618392,PROD495833,1,478,1226.13,1.09
SYSSP0001594,SUP618392,PROD716493,7,665,564.26,0.6
SYSSP0001595,SUP618392,PROD350905,3,293,200.76,0.53
SYSSP0001596,SUP618392,PROD381444,2,359,268.64,0.75
SYSSP0001597,SUP618392,PROD221119,8,637,1207.35,0.22
SYSSP0001598,SUP618392,PROD152995,8,373,333.78,0.5
SYSSP0001599,SUP618392,PROD211579,8,624,927.42,0.57
SYSSP0001600,SUP618392,PROD208310,8,313,698.8,0.85
SYSSP0001601,SUP618392,PROD645007,1,402,1138.9,0.21
SYSSP0001602,SUP618392,PROD399105,6,662,1156.54,0.78
SYSSP0001603,SUP618392,PROD724834,9,429,753.93,0.87
SYSSP0001604,SUP618392,PROD130914,1,516,1034.55,0.31
SYSSP0001605,SUP618392,PROD373903,9,671,1173.51,0.65
SYSSP0001606,SUP618392,PROD794395,1,674,277.81,0.29
SYSSP0001607,SUP618392,PROD678727,7,493,283.95,0.28
SYSSP0001608,SUP618392,PROD834233,7,551,440.26,0.98
SYSSP0001609,SUP618392,PROD329659,3,575,179.38,0.64
SYSSP0001610,SUP618392,PROD946305,27,92,66267.98,0.71
SYSSP0001611,SUP618392,PROD740967,27,48,14355.68,0.71
SYSSP0001612,SUP618392,PROD914571,31,84,39713.5,0.67
SYSSP0001613,SUP618392,PROD591465,37,100,85665.72,1.12
SYSSP0001614,SUP618392,PROD621546,15,47,33064.66,0.77
SYSSP0001615,SUP618392,PROD780027,15,47,81513.64,1.19
SYSSP0001616,SUP618392,PROD735053,22,71,62474.41,0.34
SYSSP0001617,SUP618392,PROD373216,37,43,76422.69,0.51
SYSSP0001618,SUP618392,PROD110060,23,51,39190.31,0.69
SYSSP0001619,SUP618392,PROD726822,16,44,18834.83,0.62
SYSSP0001620,SUP618392,PROD838253,31,76,54011.77,0.54
SYSSP0001621,SUP618392,PROD737086,24,93,89085.93,0.81
SYSSP0001622,SUP618392,PROD533911,38,72,81327.02,0.96
SYSSP0001623,SUP618392,PROD572398,33,49,29232.74,0.53
SYSSP0001624,SUP618392,PROD999398,37,64,83661.61,0.6
SYSSP0001625,SUP618392,PROD508396,32,82,58666.95,0.94
SYSSP0001626,SUP618392,PROD480133,35,95,55112.29,0.22
SYSSP0001627,SUP618392,PROD693418,33,75,66410.38,0.84
SYSSP0001628,SUP618392,PROD475691,3,377,377.99,0.25
SYSSP0001629,SUP618392,PROD544730,11,343,516.16,0.22
SYSSP0001630,SUP618392,PROD835962,10,109,194.97,0.41
SYSSP0001631,SUP618392,PROD315173,9,143,1027.74,0.81
SYSSP0001632,SUP618392,PROD680493,9,351,1013.64,0.22
SYSSP0001633,SUP618392,PROD375097,8,312,376.66,0.73
SYSSP0001634,SUP618392,PROD213609,7,146,834.01,0.3
SYSSP0001635,SUP618392,PROD586819,3,173,676.49,0.97
SYSSP0001636,SUP618392,PROD776364,3,308,695.98,0.26
SYSSP0001637,SUP618392,PROD664607,7,113,84.24,0.5
SYSSP0001638,SUP618392,PROD881549,2,172,955.66,0.52
SYSSP0001639,SUP618392,PROD922458,9,126,215.17,0.95
SYSSP0001640,SUP618392,PROD308296,11,352,188.68,0.7
SYSSP0001641,SUP618392,PROD426147,2,131,802.81,0.75
SYSSP0001642,SUP618392,PROD648410,1,114,234.06,0.43
SYSSP0001643,SUP618392,PROD866260,1,383,380.26,0.88
SYSSP0001644,SUP618392,PROD403742,5,255,1377.91,0.65
SYSSP0001645,SUP618392,PROD140932,10,172,165.76,1.19
SYSSP0001646,SUP618392,PROD416822,3,384,162.07,0.2
SYSSP0001647,SUP211764,PROD642895,8,429,60.32,1.27
SYSSP0001648,SUP211764,PROD571435,10,394,215.38,2.43
SYSSP0001649,SUP211764,PROD896204,3,403,563.87,2.34
SYSSP0001650,SUP211764,PROD329659,4,621,175.49,1.41
SYSSP0001651,SUP211764,PROD130610,8,357,524.98,2.91
SYSSP0001652,SUP211764,PROD165142,7,599,545.78,2.2
SYSSP0001653,SUP211764,PROD550797,9,389,598.27,2.96
SYSSP0001654,SUP211764,PROD162165,7,357,762.13,2.12
SYSSP0001655,SUP211764,PROD730193,2,604,512.97,2.83
SYSSP0001656,SUP211764,PROD456871,9,252,204.04,2.28
SYSSP0001657,SUP211764,PROD660605,8,534,600.3,2.35
SYSSP0001658,SUP211764,PROD431699,8,525,453.31,2.73
SYSSP0001659,SUP211764,PROD321275,3,525,731.17,2.63
SYSSP0001660,SUP211764,PROD302897,9,594,248.33,2.94
